mano,mano_str,prob_grande,prob_chica,tiene_pares,tiene_juego,tipo_pares,valor_juego,valor_punto,W_pares,W_juego,W_punto,EV_pos1,EV_pos2,EV_pos3,EV_pos4,diff_pos1_pos4,diff_pos1_pos2
"[6, 7, 10, 10]","[6,7,10,10]",0.026,0.0048,True,True,pares,33,33,1,2.0,1.0,3.1324420504925095,3.0795155782505033,3.0795155782505033,3.026589106008497,0.10585294448401239,0.052926472242006195
"[1, 1, 10, 12]","[1,1,10,12]",0.3345,0.7936,True,False,pares,0,22,1,0.0,1.0,3.0862769753777988,3.055663075763899,3.055663075763899,3.0250491761499996,0.061227799227799196,0.030613899613899598
"[1, 1, 4, 12]","[1,1,4,12]",0.1496,0.9356,True,False,pares,0,16,1,0.0,1.0,3.010899100777852,2.9803238112025623,2.9803238112025623,2.9497485216272725,0.06115057915057953,0.030575289575289766
"[1, 4, 11, 12]","[1,4,11,12]",0.5249,0.5108,False,False,sin_pares,0,25,0,0.0,1.0,3.0000995806318183,3.0000995806318183,3.0000995806318183,3.0000995806318183,0.0,0.0
"[1, 1, 7, 12]","[1,1,7,12]",0.2341,0.8201,True,False,pares,0,19,1,0.0,1.0,2.9964455743598544,2.9660054199197,2.9660054199197,2.9355652654795454,0.06088030888030893,0.030440154440154465
"[1, 1, 5, 12]","[1,1,5,12]",0.1538,0.8906,True,False,pares,0,17,1,0.0,1.0,2.98200176503961,2.9517160507538955,2.9517160507538955,2.9214303364681813,0.0605714285714285,0.03028571428571425
"[1, 1, 6, 12]","[1,1,6,12]",0.1816,0.8456,True,False,pares,0,18,1,0.0,1.0,2.977960276822955,2.947794253656932,2.947794253656932,2.917628230490909,0.06033204633204603,0.030166023166023237
"[1, 4, 11, 11]","[1,4,11,11]",0.0997,0.5146,True,False,pares,0,25,1,0.0,1.0,2.972316705257669,2.9405985585395222,2.9405985585395222,2.9088804118213756,0.06343629343629331,0.031718146718146656
"[1, 1, 4, 11]","[1,1,4,11]",0.0386,0.95,True,False,pares,0,16,1,0.0,1.0,2.9088379687658827,2.8778186637465777,2.8778186637465777,2.8467993587272726,0.06203861003861011,0.031019305019305055
"[6, 7, 10, 11]","[6,7,10,11]",0.0912,0.0028,False,True,sin_pares,33,33,0,2.0,1.0,2.8960150929303623,2.875728685163372,2.875728685163372,2.8554422773963815,0.040572815533980844,0.020286407766990422
"[1, 1, 4, 10]","[1,1,4,10]",0.0081,0.9561,True,False,pares,0,16,1,0.0,1.0,2.8830758269435677,2.852025633893375,2.852025633893375,2.8209754408431817,0.06210038610038593,0.031050193050192743
"[1, 1, 4, 7]","[1,1,4,7]",0.0008,0.9621,True,False,pares,0,13,1,0.0,1.0,2.866090142304308,2.834916397130563,2.834916397130563,2.8037426519568176,0.06234749034749054,0.03117374517374527
"[1, 1, 4, 5]","[1,1,4,5]",0.0,0.976,True,False,pares,0,11,1,0.0,1.0,2.86421519416146,2.832952645898912,2.832952645898912,2.8016900976363632,0.06252509652509675,0.03126254826254815
"[1, 1, 5, 11]","[1,1,5,11]",0.0408,0.9037,True,False,pares,0,17,1,0.0,1.0,2.8638982200405665,2.8326472547896016,2.8326472547896016,2.801396289538636,0.06250193050193031,0.031250965250964935
"[1, 1, 4, 6]","[1,1,4,6]",0.0001,0.9675,True,False,pares,0,12,1,0.0,1.0,2.8618756551556244,2.8306671609471303,2.8306671609471303,2.7994586667386363,0.06241698841698806,0.03120849420849403
"[1, 4, 10, 10]","[1,4,10,10]",0.0244,0.5381,True,False,pares,0,25,1,0.0,1.0,2.851835094517366,2.8199393416216125,2.8199393416216125,2.7880435887258597,0.06379150579150616,0.031895752895753304
"[1, 1, 5, 10]","[1,1,5,10]",0.0088,0.9077,True,False,pares,0,17,1,0.0,1.0,2.847657097702553,2.8165296845751397,2.8165296845751397,2.785402271447727,0.062254826254826146,0.031127413127413295
"[1, 5, 11, 12]","[1,5,11,12]",0.5281,0.3369,False,False,sin_pares,0,26,0,0.0,1.0,2.835955114406818,2.835955114406818,2.835955114406818,2.835955114406818,0.0,0.0
"[1, 1, 6, 11]","[1,1,6,11]",0.046,0.8583,True,False,pares,0,18,1,0.0,1.0,2.835448257789022,2.804398064738829,2.804398064738829,2.773347871688636,0.06210038610038593,0.031050193050193187
"[1, 4, 10, 12]","[1,4,10,12]",0.3422,0.5227,False,False,sin_pares,0,25,0,0.0,1.0,2.832921913743182,2.832921913743182,2.832921913743182,2.832921913743182,0.0,0.0
"[1, 4, 4, 12]","[1,4,4,12]",0.1466,0.6879,True,False,pares,0,19,1,0.0,1.0,2.8281184818097667,2.7969292926205775,2.7969292926205775,2.765740103431388,0.062378378378378674,0.031189189189189115
"[1, 1, 10, 11]","[1,1,10,11]",0.075,0.8072,True,False,pares,0,22,1,0.0,1.0,2.8239422540936117,2.79259090274226,2.79259090274226,2.7612395513909087,0.06270270270270295,0.031351351351351475
"[1, 1, 7, 11]","[1,1,7,11]",0.0568,0.824,True,False,pares,0,19,1,0.0,1.0,2.823237378085644,2.79237637422464,2.79237637422464,2.7615153703636364,0.06172200772200753,0.030861003861003766
"[1, 1, 5, 6]","[1,1,5,6]",0.0002,0.9147,True,False,pares,0,13,1,0.0,1.0,2.816566911257046,2.785400888091023,2.785400888091023,2.754234864925,0.062332046332046254,0.031166023166023127
"[1, 1, 5, 7]","[1,1,5,7]",0.0016,0.9076,True,False,pares,0,14,1,0.0,1.0,2.8118281035005617,2.780573277245735,2.780573277245735,2.749318450990909,0.06250965250965246,0.03125482625482645
"[1, 1, 6, 10]","[1,1,6,10]",0.0091,0.8686,True,False,pares,0,18,1,0.0,1.0,2.807729152193436,2.776582434046718,2.776582434046718,2.7454357159000002,0.06229343629343598,0.03114671814671821
"[1, 5, 11, 11]","[1,5,11,11]",0.096,0.3414,True,False,pares,0,26,1,0.0,1.0,2.8057205674810985,2.7736163203768514,2.7736163203768514,2.741512073272604,0.0642084942084944,0.0321042471042472
"[1, 1, 7, 10]","[1,1,7,10]",0.0167,0.8328,True,False,pares,0,19,1,0.0,1.0,2.797684442577764,2.766711469604791,2.766711469604791,2.735738496631818,0.06194594594594616,0.03097297297297308
"[1, 1, 6, 7]","[1,1,6,7]",0.0017,0.8713,True,False,pares,0,15,1,0.0,1.0,2.7893694987993767,2.7582459466758245,2.7582459466758245,2.7271223945522722,0.062247104247104446,0.031123552123552223
"[1, 7, 11, 12]","[1,7,11,12]",0.5969,0.1925,False,False,sin_pares,0,28,0,0.0,1.0,2.7781496580340903,2.7781496580340903,2.7781496580340903,2.7781496580340903,0.0,0.0
"[1, 6, 11, 12]","[1,6,11,12]",0.5568,0.2411,False,False,sin_pares,0,27,0,0.0,1.0,2.776439406479545,2.776439406479545,2.776439406479545,2.776439406479545,0.0,0.0
"[1, 4, 7, 7]","[1,4,7,7]",0.0038,0.5697,True,False,pares,0,19,1,0.0,1.0,2.7629445469363194,2.7310024619942346,2.7310024619942346,2.6990603770521497,0.06388416988416967,0.031942084942084836
"[1, 4, 7, 12]","[1,4,7,12]",0.2471,0.5442,False,False,sin_pares,0,22,0,0.0,1.0,2.7423212906181815,2.7423212906181815,2.7423212906181815,2.7423212906181815,0.0,0.0
"[1, 7, 7, 12]","[1,7,7,12]",0.2948,0.21,True,False,pares,0,25,1,0.0,1.0,2.740454942813092,2.709173089531239,2.709173089531239,2.6778912362493856,0.06256370656370658,0.03128185328185307
"[1, 4, 5, 12]","[1,4,5,12]",0.1652,0.6284,False,False,sin_pares,0,20,0,0.0,1.0,2.737533906918182,2.737533906918182,2.737533906918182,2.737533906918182,0.0,0.0
"[1, 6, 11, 11]","[1,6,11,11]",0.1014,0.2495,True,False,pares,0,27,1,0.0,1.0,2.7282942443027816,2.696514321522859,2.696514321522859,2.664734398742936,0.0635598455598454,0.031779922779922476
"[1, 4, 6, 12]","[1,4,6,12]",0.1879,0.5873,False,False,sin_pares,0,21,0,0.0,1.0,2.726743297143182,2.726743297143182,2.726743297143182,2.726743297143182,0.0,0.0
"[1, 4, 6, 6]","[1,4,6,6]",0.0004,0.6101,True,False,pares,0,17,1,0.0,1.0,2.7217659264731395,2.689951254658468,2.689951254658468,2.658136582843796,0.06362934362934336,0.03181467181467168
"[1, 4, 4, 11]","[1,4,4,11]",0.037,0.6866,True,False,pares,0,19,1,0.0,1.0,2.712499234670709,2.680622786794261,2.680622786794261,2.648746338917813,0.06375289575289589,0.031876447876447944
"[1, 4, 5, 5]","[1,4,5,5]",0.0,0.6696,True,False,pares,0,15,1,0.0,1.0,2.702921858167287,2.670968190213619,2.670968190213619,2.639014522259951,0.0639073359073361,0.03195366795366805
"[1, 5, 10, 10]","[1,5,10,10]",0.0231,0.3674,True,False,pares,0,26,1,0.0,1.0,2.700161155446613,2.66849706278252,2.66849706278252,2.6368329701184274,0.06332818532818552,0.03166409266409298
"[1, 5, 10, 12]","[1,5,10,12]",0.3575,0.3456,False,False,sin_pares,0,26,0,0.0,1.0,2.688229904831818,2.688229904831818,2.688229904831818,2.688229904831818,0.0,0.0
"[1, 4, 4, 10]","[1,4,4,10]",0.0066,0.687,True,False,pares,0,19,1,0.0,1.0,2.686627131693489,2.6550865911529486,2.6550865911529486,2.6235460506124078,0.06308108108108135,0.03154054054054045
"[1, 5, 5, 12]","[1,5,5,12]",0.1728,0.4324,True,False,pares,0,21,1,0.0,1.0,2.686019049753562,2.654775806510319,2.654775806510319,2.6235325632670756,0.06248648648648647,0.031243243243243235
"[1, 7, 11, 11]","[1,7,11,11]",0.106,0.1905,True,False,pares,0,28,1,0.0,1.0,2.683429145905537,2.6516337791101705,2.6516337791101705,2.6198384123148033,0.06359073359073353,0.03179536679536632
"[5, 5, 11, 12]","[5,5,11,12]",0.5416,0.0237,True,False,pares,0,30,1,0.0,1.0,2.6749052398762982,2.6431909541620127,2.6431909541620127,2.611476668447727,0.06342857142857117,0.031714285714285584
"[1, 4, 4, 6]","[1,4,4,6]",0.0001,0.6956,True,False,pares,0,15,1,0.0,1.0,2.6600661482940855,2.628332557560495,2.628332557560495,2.596598966826904,0.06346718146718144,0.0317335907335905
"[1, 6, 6, 12]","[1,6,6,12]",0.2178,0.2885,True,False,pares,0,23,1,0.0,1.0,2.659929155715997,2.6285430553298967,2.6285430553298967,2.597156954943796,0.06277220077220091,0.031386100386100235
"[1, 4, 4, 7]","[1,4,4,7]",0.0013,0.6845,True,False,pares,0,16,1,0.0,1.0,2.6588990634317744,2.6271191406518515,2.6271191406518515,2.5953392178719286,0.06355984555984584,0.03177992277992292
"[1, 4, 4, 5]","[1,4,4,5]",0.0,0.6976,True,False,pares,0,14,1,0.0,1.0,2.6583197602287116,2.626501227410179,2.626501227410179,2.594682694591646,0.0636370656370655,0.03181853281853275
"[1, 4, 5, 11]","[1,4,5,11]",0.0405,0.6465,False,False,sin_pares,0,20,0,0.0,1.0,2.637487635715909,2.637487635715909,2.637487635715909,2.637487635715909,0.0,0.0
"[4, 4, 11, 12]","[4,4,11,12]",0.5096,0.1013,True,False,pares,0,28,1,0.0,1.0,2.6301623867406723,2.5981508037290895,2.5981508037290895,2.566139220717506,0.06402316602316604,0.0320115830115828
"[4, 6, 11, 12]","[4,6,11,12]",0.5679,0.0541,False,False,sin_pares,0,30,0,0.0,1.0,2.6163514481159087,2.6163514481159087,2.6163514481159087,2.6163514481159087,0.0,0.0
"[1, 6, 10, 12]","[1,6,10,12]",0.3737,0.2505,False,False,sin_pares,0,27,0,0.0,1.0,2.6144563900795452,2.6144563900795452,2.6144563900795452,2.6144563900795452,0.0,0.0
"[1, 4, 5, 10]","[1,4,5,10]",0.0081,0.6563,False,False,sin_pares,0,20,0,0.0,1.0,2.613024649120454,2.613024649120454,2.613024649120454,2.613024649120454,0.0,0.0
"[4, 5, 11, 12]","[4,5,11,12]",0.5465,0.0754,False,False,sin_pares,0,29,0,0.0,1.0,2.6123635474636364,2.6123635474636364,2.6123635474636364,2.6123635474636364,0.0,0.0
"[1, 5, 7, 12]","[1,5,7,12]",0.2609,0.3711,False,False,sin_pares,0,23,0,0.0,1.0,2.603955196456818,2.603955196456818,2.603955196456818,2.603955196456818,0.0,0.0
"[1, 4, 6, 11]","[1,4,6,11]",0.0467,0.6008,False,False,sin_pares,0,21,0,0.0,1.0,2.602904001813636,2.602904001813636,2.602904001813636,2.602904001813636,0.0,0.0
"[1, 4, 5, 6]","[1,4,5,6]",0.0005,0.6675,False,False,sin_pares,0,16,0,0.0,1.0,2.6017477752840907,2.6017477752840907,2.6017477752840907,2.6017477752840907,0.0,0.0
"[1, 7, 10, 12]","[1,7,10,12]",0.4121,0.196,False,False,sin_pares,0,28,0,0.0,1.0,2.601745942386364,2.601745942386364,2.601745942386364,2.601745942386364,0.0,0.0
"[1, 6, 10, 10]","[1,6,10,10]",0.0228,0.2615,True,False,pares,0,27,1,0.0,1.0,2.5995170984851264,2.5677719247399526,2.5677719247399526,2.536026750994779,0.06349034749034743,0.031745173745173716
"[1, 4, 5, 7]","[1,4,5,7]",0.0012,0.6598,False,False,sin_pares,0,17,0,0.0,1.0,2.5978963778136364,2.5978963778136364,2.5978963778136364,2.5978963778136364,0.0,0.0
"[1, 5, 7, 7]","[1,5,7,7]",0.0038,0.3863,True,False,pares,0,20,1,0.0,1.0,2.59150816295136,2.559712796155993,2.559712796155993,2.527917429360626,0.06359073359073397,0.03179536679536721
"[1, 4, 10, 11]","[1,4,10,11]",0.0754,0.5326,False,False,sin_pares,0,25,0,0.0,1.0,2.5894628861499998,2.5894628861499998,2.5894628861499998,2.5894628861499998,0.0,0.0
"[4, 7, 7, 12]","[4,7,7,12]",0.3008,0.0541,True,False,pares,0,28,1,0.0,1.0,2.5847220411098544,2.552714319102132,2.552714319102132,2.52070659709441,0.06401544401544434,0.03200772200772217
"[1, 4, 7, 11]","[1,4,7,11]",0.0532,0.5605,False,False,sin_pares,0,22,0,0.0,1.0,2.5766862165568183,2.5766862165568183,2.5766862165568183,2.5766862165568183,0.0,0.0
"[1, 4, 6, 10]","[1,4,6,10]",0.0093,0.6103,False,False,sin_pares,0,21,0,0.0,1.0,2.574906795984091,2.574906795984091,2.574906795984091,2.574906795984091,0.0,0.0
"[1, 5, 6, 12]","[1,5,6,12]",0.2116,0.3932,False,False,sin_pares,0,22,0,0.0,1.0,2.5738770641181814,2.5738770641181814,2.5738770641181814,2.5738770641181814,0.0,0.0
"[4, 5, 11, 11]","[4,5,11,11]",0.1079,0.0743,True,False,pares,0,29,1,0.0,1.0,2.5636364652629604,2.531258086884582,2.531258086884582,2.4988797085062036,0.06475675675675685,0.032378378378378425
"[5, 7, 7, 12]","[5,7,7,12]",0.3019,0.0133,True,False,pares,0,29,1,0.0,1.0,2.562997560143708,2.5313025794487274,2.5313025794487274,2.4996075987537467,0.06338996138996134,0.03169498069498067
"[1, 7, 10, 10]","[1,7,10,10]",0.024,0.2118,True,False,pares,0,28,1,0.0,1.0,2.553855444391032,2.521936525472113,2.521936525472113,2.490017606553194,0.06383783783783814,0.03191891891891885
"[1, 5, 6, 6]","[1,5,6,6]",0.0003,0.4252,True,False,pares,0,18,1,0.0,1.0,2.55154405855702,2.519656027668989,2.519656027668989,2.487767996780958,0.06377606177606188,0.031888030888030716
"[1, 4, 6, 7]","[1,4,6,7]",0.0028,0.6025,False,False,sin_pares,0,18,0,0.0,1.0,2.551071578056818,2.551071578056818,2.551071578056818,2.551071578056818,0.0,0.0
"[1, 4, 7, 10]","[1,4,7,10]",0.0168,0.5704,False,False,sin_pares,0,22,0,0.0,1.0,2.5500189111454548,2.5500189111454548,2.5500189111454548,2.5500189111454548,0.0,0.0
"[1, 5, 5, 11]","[1,5,5,11]",0.0419,0.4319,True,False,pares,0,21,1,0.0,1.0,2.5459541501038174,2.5140506752003424,2.5140506752003424,2.4821472002968674,0.06380694980695001,0.031903474903475004
"[6, 7, 7, 12]","[6,7,7,12]",0.2882,0.0028,True,False,pares,0,30,1,0.0,1.0,2.539736274483257,2.507836660583643,2.507836660583643,2.475937046684029,0.06379922779922786,0.03189961389961393
