mano,prob_grande,prob_chica,prob_pares,prob_juego,n_apariciones
"[5, 5, 5, 12]",0.04503676470588235,0.1801470588235294,0.8648897058823529,0.3556985294117647,1088
"[5, 5, 5, 5]",0.0,0.95,0.9,0.2,40
"[5, 5, 5, 6]",0.0,0.9356223175965666,0.8497854077253219,0.3261802575107296,466
"[5, 5, 5, 7]",0.0,0.8365591397849462,0.8172043010752689,0.3118279569892473,465
"[5, 5, 6, 10]",0.0,0.6825833047062865,0.4599793885262796,0.3833734111989007,2911
"[5, 5, 6, 11]",0.004579077139837971,0.4832687566044382,0.4512152166255724,0.37090524832687566,2839
"[5, 5, 6, 12]",0.057770961145194276,0.14314928425357873,0.45892978868438994,0.37542603953646897,5868
"[5, 5, 6, 6]",0.0,0.9119617224880383,0.9253588516746412,0.3397129186602871,1045
"[5, 5, 6, 7]",0.0,0.8287272727272728,0.44945454545454544,0.33854545454545454,2750
"[5, 5, 7, 10]",0.0010305736860185502,0.6327722432153899,0.4376502919958777,0.3964273445551357,2911
