mano,posicion,mascara_idx,reward_promedio,n_visitas
"[5, 6, 6, 10]",1,2,-0.21921397379912663,1145
"[5, 6, 6, 10]",1,8,-0.2812227074235808,1145
"[5, 6, 6, 10]",1,9,-0.38253275109170304,1145
"[5, 6, 6, 10]",1,7,-0.4698689956331878,1145
"[5, 6, 6, 10]",1,0,-0.6471615720524018,1145
"[5, 6, 6, 10]",1,12,-0.6698689956331878,1145
"[5, 6, 6, 10]",1,10,-0.6812227074235808,1145
"[5, 6, 6, 10]",1,11,-0.743231441048035,1145
"[5, 6, 6, 10]",1,4,-0.7554585152838428,1145
"[5, 6, 6, 10]",1,5,-0.9895196506550218,1145
"[5, 6, 6, 11]",1,13,0.18286219081272084,1132
"[5, 6, 6, 11]",1,14,0.1254416961130742,1132
"[5, 6, 6, 11]",1,3,0.08745583038869258,1132
"[5, 6, 6, 11]",1,6,-0.05742049469964664,1132
"[5, 6, 6, 11]",1,8,-0.3224381625441696,1132
"[5, 6, 6, 11]",1,2,-0.3374558303886926,1132
"[5, 6, 6, 11]",1,9,-0.3913427561837456,1132
"[5, 6, 6, 11]",1,1,-0.42667844522968196,1132
"[5, 6, 6, 11]",1,10,-0.7120141342756183,1132
"[5, 6, 6, 11]",1,11,-0.7314487632508834,1132
"[5, 6, 6, 11]",1,7,-0.741166077738516,1132
"[5, 6, 6, 11]",1,0,-0.8171378091872792,1132
"[5, 6, 6, 11]",1,12,-0.8277385159010601,1132
"[5, 6, 6, 11]",1,5,-0.9169611307420494,1132
"[5, 6, 6, 11]",1,4,-0.9964664310954063,1132
"[5, 6, 6, 12]",1,13,0.9901414487783969,2333
"[5, 6, 6, 12]",1,3,0.4899271324474925,2333
"[5, 6, 6, 12]",1,6,0.05100728675525075,2333
"[5, 6, 6, 12]",1,8,0.05057865409344192,2333
"[5, 6, 6, 12]",1,14,0.0004286326618088298,2333
"[5, 6, 6, 12]",1,9,-0.020145735105015,2333
"[5, 6, 6, 12]",1,7,-0.12130304329189884,2333
"[5, 6, 6, 12]",1,2,-0.21131590227175312,2333
"[5, 6, 6, 12]",1,1,-0.37976853836262325,2333
"[5, 6, 6, 12]",1,0,-0.5636519502786113,2333
"[5, 6, 6, 12]",1,11,-0.649807115302186,2333
"[5, 6, 6, 12]",1,12,-0.6510930132876125,2333
"[5, 6, 6, 12]",1,4,-0.6883840548649807,2333
"[5, 6, 6, 12]",1,10,-0.8071153021860266,2333
"[5, 6, 6, 12]",1,5,-0.9099871410201458,2333
"[5, 6, 6, 6]",1,14,0.6941176470588235,85
"[5, 6, 6, 6]",1,3,0.5411764705882353,85
"[5, 6, 6, 6]",1,8,-0.07058823529411765,85
"[5, 6, 6, 6]",1,7,-0.36470588235294116,85
"[5, 6, 6, 6]",1,9,-0.6705882352941176,85
"[5, 6, 6, 6]",1,12,-0.9058823529411765,85
"[5, 6, 6, 6]",1,6,-0.9882352941176471,85
"[5, 6, 6, 6]",1,4,-1.0705882352941176,85
"[5, 6, 6, 6]",1,10,-1.1294117647058823,85
"[5, 6, 6, 6]",1,1,-1.223529411764706,85
"[5, 6, 6, 6]",1,11,-1.2352941176470589,85
"[5, 6, 6, 6]",1,13,-1.3294117647058823,85
"[5, 6, 6, 6]",1,0,-1.3529411764705883,85
"[5, 6, 6, 6]",1,2,-1.5294117647058822,85
"[5, 6, 6, 6]",1,5,-1.5529411764705883,85
"[5, 6, 6, 7]",1,14,0.1553860819828408,1049
"[5, 6, 6, 7]",1,6,-0.0657769304099142,1049
"[5, 6, 6, 7]",1,13,-0.21067683508102955,1049
"[5, 6, 6, 7]",1,12,-0.5748331744518589,1049
"[5, 6, 6, 7]",1,11,-0.6234509056244042,1049
"[5, 6, 6, 7]",1,10,-0.6482364156339371,1049
"[5, 6, 6, 7]",1,4,-0.7340324118207817,1049
"[5, 6, 6, 7]",1,5,-0.7483317445185891,1049
"[5, 6, 6, 7]",1,7,-0.7902764537654909,1049
"[5, 6, 6, 7]",1,9,-0.8055290753098189,1049
"[5, 6, 6, 7]",1,3,-0.8217349857006673,1049
"[5, 6, 6, 7]",1,8,-0.8455672068636797,1049
"[5, 6, 6, 7]",1,0,-0.9876072449952336,1049
"[5, 6, 6, 7]",1,2,-1.451858913250715,1049
"[5, 6, 6, 7]",1,1,-1.4880838894184938,1049
"[5, 6, 7, 10]",1,13,0.17403663929248261,3166
"[5, 6, 7, 10]",1,9,-0.018951358180669616,3166
"[5, 6, 7, 10]",1,1,-0.21509791535060013,3166
"[5, 6, 7, 10]",1,8,-0.23404927353126975,3166
"[5, 6, 7, 10]",1,14,-0.24478837650031585,3166
"[5, 6, 7, 10]",1,2,-0.4437776373973468,3166
"[5, 6, 7, 10]",1,12,-0.448831332912192,3166
"[5, 6, 7, 10]",1,7,-0.4965255843335439,3166
"[5, 6, 7, 10]",1,3,-0.5012634238787113,3166
"[5, 6, 7, 10]",1,11,-0.7188881869867341,3166
"[5, 6, 7, 10]",1,10,-0.7258370183196462,3166
"[5, 6, 7, 10]",1,4,-0.8066961465571699,3166
"[5, 6, 7, 10]",1,6,-0.8180669614655717,3166
"[5, 6, 7, 10]",1,5,-0.983575489576753,3166
"[5, 6, 7, 10]",1,0,-1.5135818066961466,3166
"[5, 6, 7, 11]",1,13,0.23469079939668175,3315
"[5, 6, 7, 11]",1,9,-0.05731523378582202,3315
"[5, 6, 7, 11]",1,14,-0.11493212669683257,3315
"[5, 6, 7, 11]",1,1,-0.16953242835595778,3315
"[5, 6, 7, 11]",1,12,-0.34057315233785823,3315
"[5, 6, 7, 11]",1,8,-0.42745098039215684,3315
"[5, 6, 7, 11]",1,2,-0.4669683257918552,3315
"[5, 6, 7, 11]",1,3,-0.47873303167420816,3315
"[5, 6, 7, 11]",1,7,-0.5010558069381599,3315
"[5, 6, 7, 11]",1,10,-0.6072398190045248,3315
"[5, 6, 7, 11]",1,11,-0.6684766214177978,3315
"[5, 6, 7, 11]",1,6,-0.8395173453996984,3315
"[5, 6, 7, 11]",1,4,-0.9031674208144796,3315
"[5, 6, 7, 11]",1,5,-0.9710407239819004,3315
"[5, 6, 7, 11]",1,0,-1.4102564102564104,3315
"[5, 6, 7, 12]",1,13,1.07592867756315,6730
"[5, 6, 7, 12]",1,9,0.42050520059435365,6730
"[5, 6, 7, 12]",1,8,0.22674591381872214,6730
"[5, 6, 7, 12]",1,14,-0.07280832095096583,6730
"[5, 6, 7, 12]",1,7,-0.11768202080237741,6730
"[5, 6, 7, 12]",1,1,-0.22808320950965824,6730
"[5, 6, 7, 12]",1,12,-0.2462109955423477,6730
"[5, 6, 7, 12]",1,2,-0.487964338781575,6730
"[5, 6, 7, 12]",1,3,-0.5213967310549777,6730
"[5, 6, 7, 12]",1,11,-0.5462109955423476,6730
"[5, 6, 7, 12]",1,10,-0.6711738484398216,6730
"[5, 6, 7, 12]",1,4,-0.7313521545319465,6730
"[5, 6, 7, 12]",1,6,-0.8417533432392273,6730
"[5, 6, 7, 12]",1,5,-0.8854383358098068,6730
"[5, 6, 7, 12]",1,0,-1.3539375928677564,6730
"[5, 6, 7, 7]",1,9,0.12,1025
"[5, 6, 7, 7]",1,14,-0.2917073170731707,1025
"[5, 6, 7, 7]",1,13,-0.375609756097561,1025
"[5, 6, 7, 7]",1,12,-0.4868292682926829,1025
"[5, 6, 7, 7]",1,11,-0.5863414634146341,1025
"[5, 6, 7, 7]",1,3,-0.646829268292683,1025
"[5, 6, 7, 7]",1,2,-0.7297560975609756,1025
"[5, 6, 7, 7]",1,4,-0.7668292682926829,1025
"[5, 6, 7, 7]",1,10,-0.7785365853658537,1025
"[5, 6, 7, 7]",1,5,-0.84,1025
"[5, 6, 7, 7]",1,8,-0.9170731707317074,1025
"[5, 6, 7, 7]",1,6,-1.0097560975609756,1025
"[5, 6, 7, 7]",1,7,-1.1629268292682926,1025
"[5, 6, 7, 7]",1,1,-1.5014634146341463,1025
"[5, 6, 7, 7]",1,0,-1.5551219512195122,1025
"[5, 7, 10, 10]",1,9,1.8,250
"[5, 7, 10, 10]",1,3,1.672,250
"[5, 7, 10, 10]",1,2,0.916,250
"[5, 7, 10, 10]",1,13,0.416,250
"[5, 7, 10, 10]",1,12,0.408,250
"[5, 7, 10, 10]",1,8,0.184,250
"[5, 7, 10, 10]",1,5,0.008,250
"[5, 7, 10, 10]",1,6,-0.18,250
"[5, 7, 10, 10]",1,7,-0.316,250
"[5, 7, 10, 10]",1,1,-0.42,250
"[5, 7, 10, 10]",1,11,-0.532,250
"[5, 7, 10, 10]",1,14,-0.62,250
"[5, 7, 10, 10]",1,0,-0.676,250
"[5, 7, 10, 10]",1,10,-0.992,250
"[5, 7, 10, 10]",1,4,-1.028,250
"[5, 7, 10, 11]",1,9,0.9532814238042269,899
"[5, 7, 10, 11]",1,3,0.8943270300333704,899
"[5, 7, 10, 11]",1,13,0.13236929922135707,899
"[5, 7, 10, 11]",1,12,0.10456062291434928,899
"[5, 7, 10, 11]",1,6,0.06340378197997776,899
"[5, 7, 10, 11]",1,2,0.03114571746384872,899
"[5, 7, 10, 11]",1,8,-0.17797552836484984,899
"[5, 7, 10, 11]",1,1,-0.3147942157953281,899
"[5, 7, 10, 11]",1,7,-0.525027808676307,899
"[5, 7, 10, 11]",1,10,-0.5383759733036707,899
"[5, 7, 10, 11]",1,0,-0.5517241379310345,899
"[5, 7, 10, 11]",1,14,-0.5672969966629589,899
"[5, 7, 10, 11]",1,5,-0.6473859844271412,899
"[5, 7, 10, 11]",1,4,-0.6562847608453838,899
"[5, 7, 10, 11]",1,11,-0.6840934371523916,899
"[5, 7, 10, 12]",1,9,1.2050243111831442,1234
"[5, 7, 10, 12]",1,13,1.0745542949756888,1234
"[5, 7, 10, 12]",1,3,0.5259319286871961,1234
"[5, 7, 10, 12]",1,8,0.4141004862236629,1234
"[5, 7, 10, 12]",1,12,0.34846029173419774,1234
"[5, 7, 10, 12]",1,2,0.1847649918962723,1234
"[5, 7, 10, 12]",1,6,0.10291734197730956,1234
"[5, 7, 10, 12]",1,7,-0.03322528363047002,1234
"[5, 7, 10, 12]",1,14,-0.06320907617504051,1234
"[5, 7, 10, 12]",1,0,-0.21555915721231766,1234
"[5, 7, 10, 12]",1,5,-0.3687196110210697,1234
"[5, 7, 10, 12]",1,11,-0.5542949756888168,1234
"[5, 7, 10, 12]",1,10,-0.5591572123176661,1234
"[5, 7, 10, 12]",1,1,-0.5721231766612642,1234
"[5, 7, 10, 12]",1,4,-0.7090761750405187,1234
"[5, 7, 11, 11]",1,9,2.0202020202020203,198
"[5, 7, 11, 11]",1,3,1.9646464646464648,198
"[5, 7, 11, 11]",1,2,0.9343434343434344,198
"[5, 7, 11, 11]",1,12,0.35353535353535354,198
"[5, 7, 11, 11]",1,13,0.2727272727272727,198
"[5, 7, 11, 11]",1,8,0.11616161616161616,198
"[5, 7, 11, 11]",1,14,-0.16161616161616163,198
"[5, 7, 11, 11]",1,0,-0.22727272727272727,198
"[5, 7, 11, 11]",1,6,-0.30808080808080807,198
"[5, 7, 11, 11]",1,11,-0.4696969696969697,198
"[5, 7, 11, 11]",1,10,-0.6212121212121212,198
"[5, 7, 11, 11]",1,7,-0.6565656565656566,198
"[5, 7, 11, 11]",1,5,-0.6868686868686869,198
"[5, 7, 11, 11]",1,1,-0.8484848484848485,198
"[5, 7, 11, 11]",1,4,-1.0757575757575757,198
"[5, 7, 11, 12]",1,9,1.1037117903930131,916
"[5, 7, 11, 12]",1,13,1.0687772925764192,916
"[5, 7, 11, 12]",1,3,1.0513100436681222,916
"[5, 7, 11, 12]",1,8,0.5982532751091703,916
"[5, 7, 11, 12]",1,2,0.3034934497816594,916
"[5, 7, 11, 12]",1,6,0.1331877729257642,916
"[5, 7, 11, 12]",1,14,0.07423580786026202,916
"[5, 7, 11, 12]",1,12,0.03711790393013101,916
"[5, 7, 11, 12]",1,7,-0.08733624454148471,916
"[5, 7, 11, 12]",1,5,-0.35807860262008734,916
"[5, 7, 11, 12]",1,10,-0.4650655021834061,916
"[5, 7, 11, 12]",1,0,-0.527292576419214,916
"[5, 7, 11, 12]",1,11,-0.5403930131004366,916
"[5, 7, 11, 12]",1,1,-0.5600436681222707,916
"[5, 7, 11, 12]",1,4,-0.990174672489083,916
"[5, 7, 12, 12]",1,9,3.2664233576642334,274
"[5, 7, 12, 12]",1,3,3.021897810218978,274
"[5, 7, 12, 12]",1,2,1.8686131386861313,274
"[5, 7, 12, 12]",1,12,0.6313868613138686,274
"[5, 7, 12, 12]",1,13,0.5620437956204379,274
"[5, 7, 12, 12]",1,6,0.5291970802919708,274
"[5, 7, 12, 12]",1,8,0.3905109489051095,274
"[5, 7, 12, 12]",1,5,0.025547445255474453,274
"[5, 7, 12, 12]",1,14,-0.21532846715328466,274
"[5, 7, 12, 12]",1,7,-0.2846715328467153,274
"[5, 7, 12, 12]",1,10,-0.49635036496350365,274
"[5, 7, 12, 12]",1,11,-0.708029197080292,274
"[5, 7, 12, 12]",1,1,-0.7335766423357665,274
"[5, 7, 12, 12]",1,0,-0.7992700729927007,274
"[5, 7, 12, 12]",1,4,-1.3832116788321167,274
"[5, 7, 7, 10]",1,3,0.6681109185441941,1154
"[5, 7, 7, 10]",1,13,0.19930675909878684,1154
"[5, 7, 7, 10]",1,8,0.06239168110918544,1154
"[5, 7, 7, 10]",1,6,-0.006932409012131715,1154
"[5, 7, 7, 10]",1,14,-0.07365684575389948,1154
"[5, 7, 7, 10]",1,9,-0.21057192374350087,1154
"[5, 7, 7, 10]",1,1,-0.39168110918544197,1154
"[5, 7, 7, 10]",1,11,-0.5121317157712305,1154
"[5, 7, 7, 10]",1,7,-0.512998266897747,1154
"[5, 7, 7, 10]",1,10,-0.5294627383015598,1154
"[5, 7, 7, 10]",1,2,-0.5311958405545927,1154
"[5, 7, 7, 10]",1,12,-0.6689774696707106,1154
"[5, 7, 7, 10]",1,0,-0.82842287694974,1154
"[5, 7, 7, 10]",1,4,-0.8370883882149047,1154
"[5, 7, 7, 10]",1,5,-1.2062391681109186,1154
"[5, 7, 7, 11]",1,3,0.3344768439108062,1166
"[5, 7, 7, 11]",1,13,0.2915951972555746,1166
"[5, 7, 7, 11]",1,6,0.09262435677530018,1166
"[5, 7, 7, 11]",1,9,-0.0634648370497427,1166
"[5, 7, 7, 11]",1,8,-0.11749571183533447,1166
"[5, 7, 7, 11]",1,14,-0.1843910806174957,1166
"[5, 7, 7, 11]",1,1,-0.4425385934819897,1166
"[5, 7, 7, 11]",1,7,-0.4588336192109777,1166
"[5, 7, 7, 11]",1,11,-0.47684391080617494,1166
"[5, 7, 7, 11]",1,2,-0.5,1166
"[5, 7, 7, 11]",1,10,-0.5231560891938251,1166
"[5, 7, 7, 11]",1,12,-0.6192109777015438,1166
"[5, 7, 7, 11]",1,0,-0.6921097770154374,1166
"[5, 7, 7, 11]",1,4,-0.9734133790737565,1166
"[5, 7, 7, 11]",1,5,-1.0866209262435678,1166
"[5, 7, 7, 12]",1,3,0.7825150732127476,2322
"[5, 7, 7, 12]",1,13,0.7799310938845823,2322
"[5, 7, 7, 12]",1,8,0.3397932816537468,2322
"[5, 7, 7, 12]",1,9,0.2566752799310939,2322
"[5, 7, 7, 12]",1,6,0.10809646856158484,2322
"[5, 7, 7, 12]",1,7,-0.01937984496124031,2322
"[5, 7, 7, 12]",1,14,-0.16063738156761412,2322
"[5, 7, 7, 12]",1,10,-0.5008613264427217,2322
"[5, 7, 7, 12]",1,11,-0.5068906115417743,2322
"[5, 7, 7, 12]",1,12,-0.5607235142118863,2322
"[5, 7, 7, 12]",1,2,-0.6188630490956072,2322
"[5, 7, 7, 12]",1,1,-0.6507321274763135,2322
"[5, 7, 7, 12]",1,0,-0.781223083548665,2322
"[5, 7, 7, 12]",1,4,-0.9638242894056848,2322
"[5, 7, 7, 12]",1,5,-1.0155038759689923,2322
"[5, 7, 7, 7]",1,3,3.1555555555555554,90
"[5, 7, 7, 7]",1,6,1.7777777777777777,90
"[5, 7, 7, 7]",1,8,0.03333333333333333,90
"[5, 7, 7, 7]",1,11,0.03333333333333333,90
"[5, 7, 7, 7]",1,12,-0.14444444444444443,90
"[5, 7, 7, 7]",1,13,-0.18888888888888888,90
"[5, 7, 7, 7]",1,14,-0.18888888888888888,90
"[5, 7, 7, 7]",1,1,-0.3,90
"[5, 7, 7, 7]",1,2,-0.4111111111111111,90
"[5, 7, 7, 7]",1,9,-0.6888888888888889,90
"[5, 7, 7, 7]",1,5,-0.7222222222222222,90
"[5, 7, 7, 7]",1,0,-0.7666666666666667,90
"[5, 7, 7, 7]",1,4,-0.8666666666666667,90
"[5, 7, 7, 7]",1,7,-1.2222222222222223,90
"[5, 7, 7, 7]",1,10,-1.488888888888889,90
"[6, 10, 10, 10]",1,3,4.758620689655173,29
"[6, 10, 10, 10]",1,1,2.5517241379310347,29
"[6, 10, 10, 10]",1,8,1.4482758620689655,29
"[6, 10, 10, 10]",1,9,1.4137931034482758,29
"[6, 10, 10, 10]",1,0,1.2758620689655173,29
"[6, 10, 10, 10]",1,6,1.0,29
"[6, 10, 10, 10]",1,13,0.6896551724137931,29
"[6, 10, 10, 10]",1,11,0.4827586206896552,29
"[6, 10, 10, 10]",1,10,0.1724137931034483,29
"[6, 10, 10, 10]",1,12,0.06896551724137931,29
"[6, 10, 10, 10]",1,4,-0.4827586206896552,29
"[6, 10, 10, 10]",1,7,-0.896551724137931,29
"[6, 10, 10, 10]",1,2,-1.0,29
"[6, 10, 10, 10]",1,5,-1.1379310344827587,29
"[6, 10, 10, 10]",1,14,-2.103448275862069,29
"[6, 10, 10, 11]",1,3,2.347262247838617,694
"[6, 10, 10, 11]",1,6,1.8515850144092219,694
"[6, 10, 10, 11]",1,0,1.361671469740634,694
"[6, 10, 10, 11]",1,8,0.659942363112392,694
"[6, 10, 10, 11]",1,9,0.5850144092219021,694
"[6, 10, 10, 11]",1,1,0.4755043227665706,694
"[6, 10, 10, 11]",1,2,0.44668587896253603,694
"[6, 10, 10, 11]",1,5,0.25504322766570603,694
"[6, 10, 10, 11]",1,13,0.15273775216138327,694
"[6, 10, 10, 11]",1,11,0.08789625360230548,694
"[6, 10, 10, 11]",1,12,0.018731988472622477,694
"[6, 10, 10, 11]",1,7,-0.1037463976945245,694
"[6, 10, 10, 11]",1,4,-0.25360230547550433,694
"[6, 10, 10, 11]",1,14,-0.3025936599423631,694
"[6, 10, 10, 11]",1,10,-0.33285302593659943,694
"[6, 10, 10, 12]",1,3,2.851084812623274,1014
"[6, 10, 10, 12]",1,6,1.7337278106508875,1014
"[6, 10, 10, 12]",1,0,1.4990138067061145,1014
"[6, 10, 10, 12]",1,8,1.193293885601578,1014
"[6, 10, 10, 12]",1,13,0.9743589743589743,1014
"[6, 10, 10, 12]",1,9,0.9092702169625246,1014
"[6, 10, 10, 12]",1,2,0.5759368836291914,1014
"[6, 10, 10, 12]",1,12,0.36489151873767256,1014
"[6, 10, 10, 12]",1,1,0.35601577909270216,1014
"[6, 10, 10, 12]",1,7,0.28303747534516766,1014
"[6, 10, 10, 12]",1,11,0.20118343195266272,1014
"[6, 10, 10, 12]",1,14,-0.045364891518737675,1014
"[6, 10, 10, 12]",1,5,-0.09171597633136094,1014
"[6, 10, 10, 12]",1,4,-0.28007889546351084,1014
"[6, 10, 10, 12]",1,10,-0.504930966469428,1014
"[6, 10, 11, 11]",1,3,2.30239099859353,711
"[6, 10, 11, 11]",1,9,1.8312236286919832,711
"[6, 10, 11, 11]",1,2,0.9113924050632911,711
"[6, 10, 11, 11]",1,8,0.5611814345991561,711
"[6, 10, 11, 11]",1,1,0.5386779184247539,711
"[6, 10, 11, 11]",1,6,0.42756680731364277,711
"[6, 10, 11, 11]",1,0,0.24753867791842477,711
"[6, 10, 11, 11]",1,12,0.21378340365682139,711
"[6, 10, 11, 11]",1,13,0.1589310829817159,711
"[6, 10, 11, 11]",1,11,-0.07876230661040788,711
"[6, 10, 11, 11]",1,14,-0.3037974683544304,711
"[6, 10, 11, 11]",1,10,-0.3558368495077356,711
"[6, 10, 11, 11]",1,4,-0.4247538677918425,711
"[6, 10, 11, 11]",1,5,-0.5316455696202531,711
"[6, 10, 11, 11]",1,7,-0.60056258790436,711
"[6, 10, 11, 12]",1,3,1.6408110717734148,3107
"[6, 10, 11, 12]",1,8,1.301255230125523,3107
"[6, 10, 11, 12]",1,9,1.2944962986803992,3107
"[6, 10, 11, 12]",1,6,0.9748953974895398,3107
"[6, 10, 11, 12]",1,13,0.9182491149018346,3107
"[6, 10, 11, 12]",1,2,0.53781783070486,3107
"[6, 10, 11, 12]",1,0,0.4943675571290634,3107
"[6, 10, 11, 12]",1,1,0.4139040875442549,3107
"[6, 10, 11, 12]",1,11,0.25587383327969104,3107
"[6, 10, 11, 12]",1,7,0.2246540070807853,3107
"[6, 10, 11, 12]",1,12,0.21564209848728677,3107
"[6, 10, 11, 12]",1,14,-0.0975217251367879,3107
"[6, 10, 11, 12]",1,5,-0.26198905696813646,3107
"[6, 10, 11, 12]",1,4,-0.3733504988735114,3107
"[6, 10, 11, 12]",1,10,-0.47763115545542323,3107
"[6, 10, 12, 12]",1,3,3.8872255489021956,1002
"[6, 10, 12, 12]",1,9,3.241516966067864,1002
"[6, 10, 12, 12]",1,2,2.6117764471057883,1002
"[6, 10, 12, 12]",1,8,1.3063872255489022,1002
"[6, 10, 12, 12]",1,6,1.155688622754491,1002
"[6, 10, 12, 12]",1,12,0.8193612774451098,1002
"[6, 10, 12, 12]",1,13,0.655688622754491,1002
"[6, 10, 12, 12]",1,0,0.5409181636726547,1002
"[6, 10, 12, 12]",1,1,0.3383233532934132,1002
"[6, 10, 12, 12]",1,11,0.1407185628742515,1002
"[6, 10, 12, 12]",1,7,0.0658682634730539,1002
"[6, 10, 12, 12]",1,5,0.0499001996007984,1002
"[6, 10, 12, 12]",1,4,-0.06686626746506986,1002
"[6, 10, 12, 12]",1,14,-0.13373253493013973,1002
"[6, 10, 12, 12]",1,10,-0.7455089820359282,1002
"[6, 11, 11, 11]",1,3,5.428571428571429,21
"[6, 11, 11, 11]",1,8,2.761904761904762,21
"[6, 11, 11, 11]",1,2,2.238095238095238,21
"[6, 11, 11, 11]",1,9,2.1904761904761907,21
"[6, 11, 11, 11]",1,6,1.3333333333333333,21
"[6, 11, 11, 11]",1,12,1.0952380952380953,21
"[6, 11, 11, 11]",1,13,1.0952380952380953,21
"[6, 11, 11, 11]",1,0,0.9523809523809523,21
"[6, 11, 11, 11]",1,11,0.3333333333333333,21
"[6, 11, 11, 11]",1,4,0.14285714285714285,21
"[6, 11, 11, 11]",1,1,-0.23809523809523808,21
"[6, 11, 11, 11]",1,10,-0.2857142857142857,21
"[6, 11, 11, 11]",1,7,-0.38095238095238093,21
"[6, 11, 11, 11]",1,5,-0.7142857142857143,21
"[6, 11, 11, 11]",1,14,-1.5714285714285714,21
"[6, 11, 11, 12]",1,3,3.0595813204508855,621
"[6, 11, 11, 12]",1,6,1.9001610305958132,621
"[6, 11, 11, 12]",1,0,1.5169082125603865,621
"[6, 11, 11, 12]",1,9,1.1610305958132046,621
"[6, 11, 11, 12]",1,8,1.0885668276972624,621
"[6, 11, 11, 12]",1,13,0.8309178743961353,621
"[6, 11, 11, 12]",1,1,0.5539452495974235,621
"[6, 11, 11, 12]",1,2,0.5104669887278583,621
"[6, 11, 11, 12]",1,7,0.35909822866344604,621
"[6, 11, 11, 12]",1,12,0.15942028985507245,621
"[6, 11, 11, 12]",1,14,0.020933977455716585,621
"[6, 11, 11, 12]",1,11,-0.00966183574879227,621
"[6, 11, 11, 12]",1,5,-0.01932367149758454,621
"[6, 11, 11, 12]",1,4,-0.2028985507246377,621
"[6, 11, 11, 12]",1,10,-0.3462157809983897,621
"[6, 11, 12, 12]",1,3,4.096807415036046,971
"[6, 11, 12, 12]",1,9,3.29351184346035,971
"[6, 11, 12, 12]",1,2,2.659114315139032,971
"[6, 11, 12, 12]",1,6,1.521112255406797,971
"[6, 11, 12, 12]",1,8,1.2533470648815654,971
"[6, 11, 12, 12]",1,12,0.9104016477857878,971
"[6, 11, 12, 12]",1,13,0.7744593202883625,971
"[6, 11, 12, 12]",1,0,0.5303810504634398,971
"[6, 11, 12, 12]",1,1,0.5149330587023687,971
"[6, 11, 12, 12]",1,11,0.20288362512873326,971
"[6, 11, 12, 12]",1,5,0.16168898043254376,971
"[6, 11, 12, 12]",1,7,-0.009268795056642637,971
"[6, 11, 12, 12]",1,4,-0.16065911431513905,971
"[6, 11, 12, 12]",1,14,-0.164778578784758,971
"[6, 11, 12, 12]",1,10,-0.5592173017507724,971
"[6, 12, 12, 12]",1,3,5.487179487179487,78
"[6, 12, 12, 12]",1,1,3.6923076923076925,78
"[6, 12, 12, 12]",1,9,3.1794871794871793,78
"[6, 12, 12, 12]",1,6,2.9871794871794872,78
"[6, 12, 12, 12]",1,8,2.91025641025641,78
"[6, 12, 12, 12]",1,2,2.717948717948718,78
"[6, 12, 12, 12]",1,0,2.3076923076923075,78
"[6, 12, 12, 12]",1,13,0.8717948717948718,78
"[6, 12, 12, 12]",1,11,0.6538461538461539,78
"[6, 12, 12, 12]",1,7,0.5897435897435898,78
"[6, 12, 12, 12]",1,5,0.47435897435897434,78
"[6, 12, 12, 12]",1,4,0.4230769230769231,78
"[6, 12, 12, 12]",1,14,0.32051282051282054,78
"[6, 12, 12, 12]",1,12,0.28205128205128205,78
"[6, 12, 12, 12]",1,10,-0.20512820512820512,78
"[6, 6, 10, 10]",1,2,4.0,1
"[6, 6, 10, 10]",1,3,2.0,1
"[6, 6, 10, 10]",1,8,2.0,1
"[6, 6, 10, 10]",1,4,1.0,1
"[6, 6, 10, 10]",1,9,0.0,1
"[6, 6, 10, 10]",1,10,-1.0,1
"[6, 6, 10, 10]",1,13,-1.0,1
"[6, 6, 10, 10]",1,0,-4.0,1
"[6, 6, 10, 10]",1,5,-5.0,1
"[6, 6, 10, 10]",1,6,-5.0,1
"[6, 6, 10, 10]",1,11,-5.0,1
"[6, 6, 10, 10]",1,7,-6.0,1
"[6, 6, 10, 10]",1,1,-8.0,1
"[6, 6, 10, 10]",1,12,-8.0,1
"[6, 6, 10, 10]",1,14,-9.0,1
"[6, 6, 10, 11]",1,9,0.981203007518797,266
"[6, 6, 10, 11]",1,3,0.7593984962406015,266
"[6, 6, 10, 11]",1,2,0.3157894736842105,266
"[6, 6, 10, 11]",1,12,0.2556390977443609,266
"[6, 6, 10, 11]",1,0,0.16917293233082706,266
"[6, 6, 10, 11]",1,4,0.13909774436090225,266
"[6, 6, 10, 11]",1,13,-0.018796992481203006,266
"[6, 6, 10, 11]",1,1,-0.05263157894736842,266
"[6, 6, 10, 11]",1,14,-0.09022556390977443,266
"[6, 6, 10, 11]",1,5,-0.18421052631578946,266
"[6, 6, 10, 11]",1,6,-0.3684210526315789,266
"[6, 6, 10, 11]",1,7,-0.37218045112781956,266
"[6, 6, 10, 11]",1,8,-0.5488721804511278,266
"[6, 6, 10, 11]",1,10,-0.5827067669172933,266
"[6, 6, 10, 11]",1,11,-0.7255639097744361,266
"[6, 6, 10, 12]",1,9,1.290909090909091,330
"[6, 6, 10, 12]",1,13,1.0606060606060606,330
"[6, 6, 10, 12]",1,2,0.5757575757575758,330
"[6, 6, 10, 12]",1,0,0.41515151515151516,330
"[6, 6, 10, 12]",1,1,0.39090909090909093,330
"[6, 6, 10, 12]",1,7,0.23636363636363636,330
"[6, 6, 10, 12]",1,3,0.22424242424242424,330
"[6, 6, 10, 12]",1,6,-0.0030303030303030303,330
"[6, 6, 10, 12]",1,4,-0.00909090909090909,330
"[6, 6, 10, 12]",1,8,-0.03333333333333333,330
"[6, 6, 10, 12]",1,5,-0.06060606060606061,330
"[6, 6, 10, 12]",1,12,-0.07575757575757576,330
