mano_f1,probabilidad_grande,probabilidad_chica,probabilidad_pares,probabilidad_juego,prob_rival_pares_condicionada,prob_rival_juego_condicionada,mano_norm,mano_f2,prob_grande,prob_chica,prob_pares,prob_juego,n_apariciones,mejora_pares,mejora_juego,mejora_grande,mejora_chica
"[7, 7, 10, 10]",0.024,0.0003,0.9393,0.6441,0.8437,0.4203,"[7, 7, 10, 10]","[7, 7, 10, 10]",0.0,0.6494845360824743,0.9381443298969072,0.845360824742268,97,-0.0011556701030928096,0.20126082474226803,-0.024,0.6491845360824743
"[7, 7, 10, 11]",0.0883,0.0005,0.4724,0.6491,0.8384,0.4156,"[7, 7, 10, 11]","[7, 7, 10, 11]",0.0206185567010309,0.2938144329896907,0.4948453608247423,0.8247422680412371,194,0.0224453608247423,0.17564226804123706,-0.06768144329896911,0.2933144329896907
"[7, 7, 11, 11]",0.0993,0.0003,0.9452,0.651,0.8466,0.4102,"[7, 7, 11, 11]","[7, 7, 11, 11]",0.0144927536231884,0.4347826086956521,0.9420289855072465,0.7536231884057971,69,-0.0031710144927535877,0.1026231884057971,-0.0848072463768116,0.4344826086956521
"[7, 10, 10, 10]",0.0256,0.0002,0.8501,0.7863,0.8544,0.3774,"[7, 10, 10, 10]","[7, 10, 10, 10]",0.0,0.5806451612903226,0.8709677419354839,0.967741935483871,31,0.020867741935483908,0.181441935483871,-0.0256,0.5804451612903226
"[7, 10, 10, 11]",0.0954,0.0,0.5082,0.79,0.8348,0.3743,"[7, 10, 10, 11]","[7, 10, 10, 11]",0.0162162162162162,0.2756756756756757,0.5675675675675675,0.972972972972973,185,0.05936756756756756,0.182972972972973,-0.0791837837837838,0.2756756756756757
"[7, 10, 11, 11]",0.0981,0.0003,0.533,0.7871,0.8458,0.379,"[7, 10, 11, 11]","[7, 10, 11, 11]",0.0177514792899408,0.2485207100591716,0.6627218934911243,0.9763313609467456,169,0.12972189349112428,0.18923136094674553,-0.08034852071005921,0.2482207100591716
"[7, 11, 11, 11]",0.0961,0.0001,0.8611,0.7847,0.8503,0.3857,"[7, 11, 11, 11]","[7, 11, 11, 11]",0.0,0.1428571428571428,0.8095238095238095,0.9047619047619048,21,-0.05157619047619044,0.12006190476190481,-0.0961,0.1427571428571428
"[10, 10, 10, 11]",0.0947,0.0,0.8584,0.8194,0.8456,0.3488,"[10, 10, 10, 11]","[10, 10, 10, 11]",0.0,0.4516129032258064,0.9032258064516128,1.0,31,0.044825806451612715,0.18059999999999998,-0.0947,0.4516129032258064
"[10, 10, 11, 11]",0.1007,0.0,0.9474,0.8266,0.8428,0.339,"[10, 10, 11, 11]","[10, 10, 11, 11]",0.0410958904109589,0.3150684931506849,0.9315068493150684,0.9863013698630136,73,-0.01589315068493158,0.15970136986301364,-0.059604109589041096,0.3150684931506849
"[10, 11, 11, 11]",0.1026,0.0,0.8642,0.8209,0.8482,0.3467,"[10, 11, 11, 11]","[10, 11, 11, 11]",0.0857142857142857,0.2571428571428571,0.8857142857142857,1.0,35,0.021514285714285708,0.17910000000000004,-0.016885714285714296,0.2571428571428571
